"YEAR","AREA_DOMAIN1","AREA_DOMAIN2","BpS_Code1","BpS_Code2","BPS_LLID1","BPS_LLID2","ew1","ew2","sclass1","sclass2","STATE1","STATE2","STATUS1","STATUS2","AREA_CHNG","AREA_CHNG_VAR","nPlots_AREA","N"
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100205","RaDFHEdy_fwi_17100205","westside","westside","B","E","Oregon","Oregon","Forest","Forest",1705.33187541156,1527193.99435172,2,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100206","RaDFHEdy_fwi_17100206","westside","westside","A","B","Oregon","Oregon","Forest","Forest",3635.23787714358,2942722.63837617,5,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100206","RaDFHEdy_fwi_17100206","westside","westside","B","E","Oregon","Oregon","Forest","Forest",1053.97383533539,793026.260241394,2,11339
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100206","RaDFHEdy_fwi_17100206","westside","westside","C","B","Oregon","Oregon","Forest","Forest",81.3757352405179,7351.69576507598,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100206","RaDFHEdy_fwi_17100206","westside","westside","E","A","Oregon","Oregon","Forest","Forest",770.344027467071,613046.621900514,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100206","RaDFHEdy_fwi_17100206","westside","westside","E","B","Oregon","Oregon","Forest","Forest",768.854417280177,471103.098326114,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100301","RaDFHEdy_fwi_17100301","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",1166.77789526187,751418.124632909,3,11339
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100301","RaDFHEdy_fwi_17100301","eastside","eastside","A","E","Oregon","Oregon","Forest","Forest",0.161087893764451,0.0278198156868654,1,5469
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100301","RaDFHEdy_fwi_17100301","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",2306.96069814749,1689672.99133417,4,11339
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100301","RaDFHEdy_fwi_17100301","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",10.4587806581142,117.270979402028,1,5469
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100301","RaDFHEdy_fwi_17100301","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",107.621411887405,6131.17182446133,3,5469
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100301","RaDFHEdy_fwi_17100301","eastside","eastside","E","C","Oregon","Oregon","Forest","Forest",520.883067330047,280288.02514454,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100302","RaDFHEdy_fwi_17100302","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",749.000786755009,171782.471103318,3,5469
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100302","RaDFHEdy_fwi_17100302","eastside","eastside","A","E","Oregon","Oregon","Forest","Forest",18.5938874082351,396.277559483475,2,5469
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100302","RaDFHEdy_fwi_17100302","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",783.128303468419,665683.66760763,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100302","RaDFHEdy_fwi_17100302","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",26.7423944638667,854.797838716322,1,5469
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100303A","RaDFHEdy_fwi_17100303A","westside","westside","A","B","Oregon","Oregon","Forest","Forest",738.276149544366,605111.424328368,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100303A","RaDFHEdy_fwi_17100303A","westside","westside","B","E","Oregon","Oregon","Forest","Forest",3194.71911009919,2536094.07893306,4,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100303A","RaDFHEdy_fwi_17100303A","westside","westside","C","B","Oregon","Oregon","Forest","Forest",143.552765369435,19924.0868376078,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100303A","RaDFHEdy_fwi_17100303A","westside","westside","E","A","Oregon","Oregon","Forest","Forest",866.402224159879,701822.411987616,2,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100303B","RaDFHEdy_fwi_17100303B","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",1572.3024095963,1350639.76859476,2,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100303B","RaDFHEdy_fwi_17100303B","eastside","eastside","B","C","Oregon","Oregon","Forest","Forest",117.625262900002,14487.656225012,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100303B","RaDFHEdy_fwi_17100303B","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",7.87669171205369,64.9657734898697,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100303B","RaDFHEdy_fwi_17100303B","eastside","eastside","E","C","Oregon","Oregon","Forest","Forest",1.77730479656596,3.30765910523045,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100304","RaDFHEdy_fwi_17100304","westside","westside","A","B","Oregon","Oregon","Forest","Forest",503.126367685689,329998.022208432,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100304","RaDFHEdy_fwi_17100304","westside","westside","B","C","Oregon","Oregon","Forest","Forest",27.2545651224307,777.813419010906,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100305","RaDFHEdy_fwi_17100305","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",2338.41270955242,1719129.68431565,4,11339
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100305","RaDFHEdy_fwi_17100305","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",773.570521073072,648967.896598013,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100305","RaDFHEdy_fwi_17100305","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",549.789918971769,117309.219730164,4,5469
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100305","RaDFHEdy_fwi_17100305","eastside","eastside","C","A","Oregon","Oregon","Forest","Forest",17.4724390951061,313.479170909035,1,5469
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100305","RaDFHEdy_fwi_17100305","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",326.484099631767,137177.339521225,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100305","RaDFHEdy_fwi_17100305","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",1.0853289289607,1.20955153531271,1,5469
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100305","RaDFHEdy_fwi_17100305","eastside","eastside","E","D","Oregon","Oregon","Forest","Forest",11.4806545512618,136.119645908805,1,5469
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17100306","RaDFHEdy_fwi_17100306","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",665.740170268757,438815.762991111,1,5870
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110002","RaDFHEdy_fwi_17110002","westside","westside","A","B","Washington","Washington","Forest","Forest",706.98310231087,431109.779713496,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110002","RaDFHEdy_fwi_17110002","westside","westside","B","E","Washington","Washington","Forest","Forest",1467.48031647793,1523308.14873532,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110003","RaDFHEdy_fwi_17110003","westside","westside","A","B","Washington","Washington","Forest","Forest",226.462082134048,51443.8250494056,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110003","RaDFHEdy_fwi_17110003","westside","westside","B","E","Washington","Washington","Forest","Forest",1816.22974948921,1371597.30901509,3,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110004","RaDFHEdy_fwi_17110004","westside","westside","A","B","Washington","Washington","Forest","Forest",532.464117709841,301577.532330238,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110004","RaDFHEdy_fwi_17110004","westside","westside","B","E","Washington","Washington","Forest","Forest",1279.98762202206,917567.340097201,2,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110004","RaDFHEdy_fwi_17110004","westside","westside","E","A","Washington","Washington","Forest","Forest",820.108019989476,572521.302276923,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110005","RaDFHEdy_fwi_17110005","westside","westside","A","B","Washington","Washington","Forest","Forest",415.550562582209,139609.60227392,1,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110007","RaDFHEdy_fwi_17110007","westside","westside","A","B","Washington","Washington","Forest","Forest",41.0279463907123,1790.51452835688,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110007","RaDFHEdy_fwi_17110007","westside","westside","B","A","Washington","Washington","Forest","Forest",888.233309141436,680493.401071072,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110007","RaDFHEdy_fwi_17110007","westside","westside","B","E","Washington","Washington","Forest","Forest",214.054704558637,48617.8632050409,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110008","RaDFHEdy_fwi_17110008","westside","westside","B","C","Washington","Washington","Forest","Forest",206.504433850295,55424.6991723286,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110008","RaDFHEdy_fwi_17110008","westside","westside","B","E","Washington","Washington","Forest","Forest",845.982110657438,545313.583753056,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110008","RaDFHEdy_fwi_17110008","westside","westside","E","C","Washington","Washington","Forest","Forest",16.8909166622208,370.809644478374,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110010","RaDFHEdy_fwi_17110010","westside","westside","B","C","Washington","Washington","Forest","Forest",1040.32257909548,956557.870372988,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110012","RaDFHEdy_fwi_17110012","westside","westside","B","E","Washington","Washington","Forest","Forest",761.597911146926,699994.900045938,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110012","RaDFHEdy_fwi_17110012","westside","westside","E","A","Washington","Washington","Forest","Forest",66.4333014724522,4682.93342921003,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110013","RaDFHEdy_fwi_17110013","westside","westside","E","B","Washington","Washington","Forest","Forest",360.694658702471,99129.6058914936,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110014","RaDFHEdy_fwi_17110014","westside","westside","A","B","Washington","Washington","Forest","Forest",3496.61064674448,3097632.46772619,4,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110014","RaDFHEdy_fwi_17110014","westside","westside","B","A","Washington","Washington","Forest","Forest",2819.58381844121,2068085.01205759,3,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110014","RaDFHEdy_fwi_17110014","westside","westside","B","E","Washington","Washington","Forest","Forest",271.701873171607,75291.0573563431,1,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110014","RaDFHEdy_fwi_17110014","westside","westside","E","A","Washington","Washington","Forest","Forest",2216.04080440777,1666483.27502556,3,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110014","RaDFHEdy_fwi_17110014","westside","westside","E","B","Washington","Washington","Forest","Forest",596.810778283207,218213.929663511,2,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110015","RaDFHEdy_fwi_17110015","westside","westside","A","B","Washington","Washington","Forest","Forest",3432.96839045252,2853195.99653901,4,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110015","RaDFHEdy_fwi_17110015","westside","westside","B","A","Washington","Washington","Forest","Forest",37.9304051951002,1526.5860058564,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110015","RaDFHEdy_fwi_17110015","westside","westside","B","E","Washington","Washington","Forest","Forest",633.552873479141,425904.317518853,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110015","RaDFHEdy_fwi_17110015","westside","westside","E","A","Washington","Washington","Forest","Forest",679.79271456876,232856.58348627,3,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110015","RaDFHEdy_fwi_17110015","westside","westside","E","B","Washington","Washington","Forest","Forest",1992.99968344586,1655236.22284365,3,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110017","RaDFHEdy_fwi_17110017","westside","westside","A","B","Washington","Washington","Forest","Forest",940.829762841353,278622.547275608,4,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110017","RaDFHEdy_fwi_17110017","westside","westside","A","E","Washington","Washington","Forest","Forest",55.2224067046137,3558.2803156831,1,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110017","RaDFHEdy_fwi_17110017","westside","westside","B","A","Washington","Washington","Forest","Forest",2.30304262608609,6.18889978378462,1,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110017","RaDFHEdy_fwi_17110017","westside","westside","B","E","Washington","Washington","Forest","Forest",1282.23286163164,519386.492721863,4,6308
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110017","RaDFHEdy_fwi_17110017","westside","westside","C","A","Washington","Washington","Forest","Forest",74.6330632351672,5756.02409028494,1,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110017","RaDFHEdy_fwi_17110017","westside","westside","D","C","Washington","Washington","Forest","Forest",49.4321213029969,2851.20204399054,1,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110018","RaDFHEdy_fwi_17110018","westside","westside","A","B","Washington","Washington","Forest","Forest",2166.9727121024,1437283.87051117,5,6308
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110018","RaDFHEdy_fwi_17110018","westside","westside","A","C","Washington","Washington","Forest","Forest",552.459133929256,197595.335334181,2,6308
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110018","RaDFHEdy_fwi_17110018","westside","westside","A","E","Washington","Washington","Forest","Forest",0.670036368806288,0.914231769771769,1,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110018","RaDFHEdy_fwi_17110018","westside","westside","B","A","Washington","Washington","Forest","Forest",130.559457879406,11783.4142395921,2,6308
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110018","RaDFHEdy_fwi_17110018","westside","westside","B","E","Washington","Washington","Forest","Forest",2595.6866675533,2095359.69721602,5,6308
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110018","RaDFHEdy_fwi_17110018","westside","westside","C","B","Washington","Washington","Forest","Forest",1390.16444993614,1054252.33643469,2,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110018","RaDFHEdy_fwi_17110018","westside","westside","E","A","Washington","Washington","Forest","Forest",157.403005401205,26773.1353073282,2,6308
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110018","RaDFHEdy_fwi_17110018","westside","westside","E","B","Washington","Washington","Forest","Forest",88.0670900653979,8014.70167584679,1,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110019","RaDFHEdy_fwi_17110019","westside","westside","A","B","Washington","Washington","Forest","Forest",997.570920756079,875353.530562223,2,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110019","RaDFHEdy_fwi_17110019","westside","westside","A","E","Washington","Washington","Forest","Forest",38.4715698495251,1439.1976114944,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110019","RaDFHEdy_fwi_17110019","westside","westside","B","A","Washington","Washington","Forest","Forest",467.669313970027,105214.540226778,3,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110019","RaDFHEdy_fwi_17110019","westside","westside","B","C","Washington","Washington","Forest","Forest",118.17218633146,16356.4976715879,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110019","RaDFHEdy_fwi_17110019","westside","westside","B","E","Washington","Washington","Forest","Forest",781.895211606477,650302.460884623,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110019","RaDFHEdy_fwi_17110019","westside","westside","E","A","Washington","Washington","Forest","Forest",2358.1737428671,2032253.43766781,4,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110019","RaDFHEdy_fwi_17110019","westside","westside","E","B","Washington","Washington","Forest","Forest",582.2032744495,399088.622498122,2,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110020","RaDFHEdy_fwi_17110020","westside","westside","A","B","Washington","Washington","Forest","Forest",1405.66173844821,564709.708012272,6,6308
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110020","RaDFHEdy_fwi_17110020","westside","westside","B","A","Washington","Washington","Forest","Forest",2.03206345511575,4.26711747837215,1,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110020","RaDFHEdy_fwi_17110020","westside","westside","B","E","Washington","Washington","Forest","Forest",186.256808113893,40479.3760972763,1,2277
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110020","RaDFHEdy_fwi_17110020","westside","westside","E","B","Washington","Washington","Forest","Forest",564.186778786444,317718.566259259,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110021","RaDFHEdy_fwi_17110021","westside","westside","C","A","Washington","Washington","Forest","Forest",176.499925097533,34843.5297094183,1,4031
2018,1,1,"RaDFHEdy_fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_17110021","RaDFHEdy_fwi_17110021","westside","westside","C","B","Washington","Washington","Forest","Forest",667.593451743849,498490.893292399,1,4031
2018,1,1,"RaDFHEdy_fwx","RaDFHEdy_fwx","RaDFHEdy_fwx_17100307","RaDFHEdy_fwx_17100307","eastside","eastside","A","E","Oregon","Oregon","Forest","Forest",14.8948936366744,227.81191326968,1,5469
2018,1,1,"RaDFHEdy_fwx","RaDFHEdy_fwx","RaDFHEdy_fwx_17100307","RaDFHEdy_fwx_17100307","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",195.469171362917,39458.8165487561,1,5469
2018,1,1,"RaDFHEdy_fwx","RaDFHEdy_fwx","RaDFHEdy_fwx_17100307","RaDFHEdy_fwx_17100307","eastside","eastside","C","B","Oregon","Oregon","Forest","Forest",225.326015926385,57113.5632385951,1,5469
2018,1,1,"RaDFHEdy_fwx","RaDFHEdy_fwx","RaDFHEdy_fwx_17100307","RaDFHEdy_fwx_17100307","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",70.8300458979696,5151.53512470416,1,5469
2018,1,1,"RaDFHEwt_fdm","RaDFHEwt_fdm","RaDFHEwt_fdm_OWC","RaDFHEwt_fdm_OWC","westside","westside","A","B","Oregon","Oregon","Forest","Forest",230.187835841526,54858.1874456359,1,5469
2018,1,1,"RaDFHEwt_fdm","RaDFHEwt_fdm","RaDFHEwt_fdm_OWC","RaDFHEwt_fdm_OWC","westside","westside","A","E","Oregon","Oregon","Forest","Forest",48.8128730860027,2466.8654116181,1,5469
2018,1,1,"RaDFHEwt_fdm","RaDFHEwt_fdm","RaDFHEwt_fdm_OWC","RaDFHEwt_fdm_OWC","westside","westside","B","E","Oregon","Oregon","Forest","Forest",1.25408938866492,1.62829729234524,1,5469
2018,1,1,"RaDFHEwt_fhc","RaDFHEwt_fhc","RaDFHEwt_fhc_OCR","RaDFHEwt_fhc_OCR","westside","westside","A","B","Oregon","Oregon","Forest","Forest",2295.74744607539,1972883.94572581,3,5870
2018,1,1,"RaDFHEwt_fhc","RaDFHEwt_fhc","RaDFHEwt_fhc_OCR","RaDFHEwt_fhc_OCR","westside","westside","B","E","Oregon","Oregon","Forest","Forest",735.614454367446,613763.31172055,1,5870
2018,1,1,"RaDFHEwt_fhc","RaDFHEwt_fhc","RaDFHEwt_fhc_OCR","RaDFHEwt_fhc_OCR","westside","westside","E","A","Oregon","Oregon","Forest","Forest",31.236169420379,704.261769704546,1,5870
2018,1,1,"RaDFHEwt_fhc","RaDFHEwt_fhc","RaDFHEwt_fhc_OSW","RaDFHEwt_fhc_OSW","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",474.46173168857,289708.131105235,1,5870
2018,1,1,"RaDFHEwt_fhc","RaDFHEwt_fhc","RaDFHEwt_fhc_OSW","RaDFHEwt_fhc_OSW","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",838.489886336242,637916.75671908,1,5870
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","RaDFHEwt_fwm_OSW","eastside","eastside","A","B","Oregon","Oregon","Forest","Forest",4844.80809853654,3704119.61177653,7,11339
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","RaDFHEwt_fwm_OSW","eastside","eastside","A","C","Oregon","Oregon","Forest","Forest",41.9393298060327,1806.11163814861,1,5469
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","RaDFHEwt_fwm_OSW","eastside","eastside","B","A","Oregon","Oregon","Forest","Forest",1921.33822502198,1012201.61731896,5,5870
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","RaDFHEwt_fwm_OSW","eastside","eastside","B","E","Oregon","Oregon","Forest","Forest",1020.71903676836,508609.326134577,3,11339
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","RaDFHEwt_fwm_OSW","eastside","eastside","C","A","Oregon","Oregon","Forest","Forest",580.452326892968,341419.321752054,1,5870
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","RaDFHEwt_fwm_OSW","eastside","eastside","C","E","Oregon","Oregon","Forest","Forest",165.115761020763,13762.030084095,2,5870
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","RaDFHEwt_fwm_OSW","eastside","eastside","E","A","Oregon","Oregon","Forest","Forest",1151.34452096578,835332.066771957,3,5870
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OSW","RaDFHEwt_fwm_OSW","eastside","eastside","E","B","Oregon","Oregon","Forest","Forest",116.27758342957,7396.71613828145,2,5469
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OWC","RaDFHEwt_fwm_OWC","westside","westside","A","B","Oregon","Oregon","Forest","Forest",2210.81789173455,1425700.0001907,5,11339
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OWC","RaDFHEwt_fwm_OWC","westside","westside","A","C","Oregon","Oregon","Forest","Forest",149.77040336032,23172.6692526954,1,5870
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OWC","RaDFHEwt_fwm_OWC","westside","westside","A","E","Oregon","Oregon","Forest","Forest",541.086136231575,286280.144938381,2,11339
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OWC","RaDFHEwt_fwm_OWC","westside","westside","B","A","Oregon","Oregon","Forest","Forest",3020.09434101898,1802641.53505688,5,5870
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OWC","RaDFHEwt_fwm_OWC","westside","westside","B","C","Oregon","Oregon","Forest","Forest",454.974052786918,107934.683770121,2,5870
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OWC","RaDFHEwt_fwm_OWC","westside","westside","B","E","Oregon","Oregon","Forest","Forest",1481.21283315532,874261.972482639,3,11339
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OWC","RaDFHEwt_fwm_OWC","westside","westside","C","A","Oregon","Oregon","Forest","Forest",78.8555568355617,12664.4345140349,1,5870
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OWC","RaDFHEwt_fwm_OWC","westside","westside","E","A","Oregon","Oregon","Forest","Forest",544.995819117417,345098.415382102,2,11339
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_OWC","RaDFHEwt_fwm_OWC","westside","westside","E","B","Oregon","Oregon","Forest","Forest",3243.81677680888,2567297.0841448,4,11339
2018,1,1,"RaDFHEwt_fwm","RaDFHEwt_fwm","RaDFHEwt_fwm_WCR","RaDFHEwt_fwm_WCR","westside","westside","A","B","Washington","Washington","Forest","Forest",3595.79553307439,2956847.51425368,6,4031
